issue_id,title,contents,authorLogin,authorAssociation,createdAt,closed,closedAt,closedDuration_days,milestone,participants_count,comments_count,firstCommentCreatedAt,firstCommentDuration_days,firstCommentAuthor,firstCommentAuthorAssociation,num_unique_comment_author_MEMBER,num_unique_comment_author_CONTRIBUTOR,num_unique_comment_author_COLLABORATOR,num_unique_comment_author_NONE,labels,label_chore,label_refactor,label_good-first-issue,label_stale,label_future,label_semver-patch,label_developer-experience,label_question,label_core-team,label_integration,label_help wanted,label_unconfirmed-bug,label_node.js,label_needs-upstream-fix,label_confirmed-bug,label_qa,label_wontfix,label_semver-minor,label_nice-to-have,label_reporter,label_browser,label_documentation,label_invalid,label_windows,label_async,label_website,label_feature,label_semver-major,label_faq,label_pr-needs-work,label_needs-feedback,label_needs-review,label_discussion,label_duplicate,label_needs-mcve,label_usability,label_security
11,optional parallelism via processes,for cpu-bound tests,tj,CONTRIBUTOR,2011-09-06 16:44:53+00:00,True,2011-11-15 17:31:12+00:00,70.03,,1,1,2011-11-15 17:31:12+00:00,70.03,tj,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,global leak reporting,with whitelist etc,tj,CONTRIBUTOR,2011-09-06 16:45:14+00:00,True,2011-10-04 04:45:58+00:00,27.5,,2,4,2011-12-10 09:31:11+00:00,94.7,quangv,CONTRIBUTOR,0,2,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,ability to target specific tests / suites for execution,this would work into tagging as well,tj,CONTRIBUTOR,2011-09-06 16:45:37+00:00,True,2011-11-03 04:15:41+00:00,57.48,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,hook for when all tests are complete,"to manually exit the process, kill connections etc",tj,CONTRIBUTOR,2011-09-06 16:45:55+00:00,True,2011-10-04 04:29:54+00:00,27.49,,1,1,2011-10-04 04:29:54+00:00,27.49,tj,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,ensure passing of flags to node(1) is easy,,tj,CONTRIBUTOR,2011-09-08 19:21:15+00:00,True,2011-11-03 04:15:33+00:00,55.37,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,switch to stderr,output is getting munged quite a bit since node does not (currently) flush,tj,CONTRIBUTOR,2011-09-13 22:38:08+00:00,True,2011-11-03 02:57:35+00:00,50.18,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,object diffs,"when loose equality is performed it's pretty annoying to see the difference between two arrays, two large objects etc",tj,CONTRIBUTOR,2011-09-13 22:43:44+00:00,True,2011-11-16 23:00:12+00:00,64.01,,2,4,2011-11-16 23:00:12+00:00,64.01,tj,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,Fix async support,"few things breaking, and add more test cov",tj,CONTRIBUTOR,2011-09-13 23:59:52+00:00,True,2011-09-22 06:56:44+00:00,8.29,,1,2,2011-09-14 00:06:53+00:00,0.0,tj,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,TextMate etc support,,tj,CONTRIBUTOR,2011-09-14 05:06:40+00:00,True,2011-11-16 22:52:41+00:00,63.74,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,report errors thrown / uncaught / passed in hooks nicely,"""some error in setup hook"" etc",tj,CONTRIBUTOR,2011-09-22 07:47:49+00:00,True,2011-09-22 07:56:56+00:00,0.01,,1,1,2011-09-22 07:56:56+00:00,0.01,tj,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,hook uncaught exception error reporting,map hooks to these,tj,CONTRIBUTOR,2011-09-22 08:03:17+00:00,True,2011-11-03 04:14:56+00:00,41.84,,1,1,2011-11-03 04:14:56+00:00,41.84,tj,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,Color duration green/yellow/red accordingly,add thresholds and do this for a few of the reporters so that slow tests stand out,tj,CONTRIBUTOR,2011-10-04 04:49:46+00:00,True,2011-10-18 23:47:03+00:00,14.79,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,node-growl support,,tj,CONTRIBUTOR,2011-10-12 15:02:22+00:00,True,2011-10-18 23:47:02+00:00,6.36,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,test for errors/exceptions,"The testing for a Method to cause a error would be nice, some methods do raise errors/exceptions (validation for example), and testing for them could help avoid people writing boilerplate to simulate this.",sebs,NONE,2011-10-13 08:29:09+00:00,True,2011-10-13 08:29:58+00:00,0.0,,3,3,2011-10-13 08:29:58+00:00,0.0,sebs,NONE,0,1,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,"""spec"" reporter",nesting blah blah,tj,CONTRIBUTOR,2011-11-03 02:48:54+00:00,True,2011-11-03 03:48:43+00:00,0.04,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,add support for pending tests,,tj,CONTRIBUTOR,2011-11-03 02:50:27+00:00,True,2011-11-03 03:23:55+00:00,0.02,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,merge identically named suites,"shouldn't have two of the same, this makes it easier to meta-generate tests, nicer reporting etc",tj,CONTRIBUTOR,2011-11-03 04:22:15+00:00,True,2011-11-16 23:50:50+00:00,13.81,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,declarative js example,,tj,CONTRIBUTOR,2011-11-03 04:22:23+00:00,True,2012-02-03 03:21:24+00:00,91.96,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,cascade [before/after]Each() ,"ex:
var app;

describe('config', function(){
  beforeEach(function(){
    app = express();
  })

  describe('.set()', function(){
    it('should set a value', function(){
      app.set('foo', 'bar').should.equal(app);
    })
  })

  describe('.get()', function(){
    it('should get a value', function(){
      //...
    })
  })
})",tj,CONTRIBUTOR,2011-11-08 23:35:36+00:00,True,2011-11-19 23:32:55+00:00,11.0,0.0.1,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,consider supporting a test/mocha.opts file,like spec.opts,tj,CONTRIBUTOR,2011-11-09 02:37:58+00:00,True,2011-11-15 17:54:12+00:00,6.64,,2,2,2011-11-09 06:28:58+00:00,0.16,rauchg,CONTRIBUTOR,0,2,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,better growl messages,"http://d.pr/nIeW
is not overly useful haha",tj,CONTRIBUTOR,2011-11-10 00:00:02+00:00,True,2011-11-10 23:35:13+00:00,0.98,,2,1,2011-11-10 21:38:54+00:00,0.9,jamescarr,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,doc reporter,"it would be cool to output some html that could be used as reference docs with  blocks etc,
retaining the nesting you use in the tests",tj,CONTRIBUTOR,2011-11-10 04:50:02+00:00,True,2011-11-17 00:35:57+00:00,6.82,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,double check test durations,"one in express is reporting as 20ms, however when moved below another that one is reported as 20ms haha...",tj,CONTRIBUTOR,2011-11-10 06:02:13+00:00,True,2011-11-16 22:43:36+00:00,6.7,,1,1,2011-11-16 22:43:36+00:00,6.7,tj,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,make sure multiple calls to done() fails,,tj,CONTRIBUTOR,2011-11-14 16:20:48+00:00,True,2011-11-15 17:24:29+00:00,1.04,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,#<WriteStream> has no method 'getWindowSize',"Hank:admin deedubs$ ./node_modules/.bin/mocha
node.js:134
throw e; // process.nextTick error, or 'error' event on first tick
^
TypeError: Object # has no method 'getWindowSize'
at Object. (/Users/deedubs/Projects/admin/node_modules/mocha/lib/reporters/base.js:68:22)
at Module._compile (module.js:411:26)
at Object..js (module.js:417:10)
at Module.load (module.js:343:31)
at Function._load (module.js:302:12)
at require (module.js:355:19)
at Object. (/Users/deedubs/Projects/admin/node_modules/mocha/lib/reporters/index.js:2:16)
at Module._compile (module.js:411:26)
at Object..js (module.js:417:10)
at Module.load (module.js:343:31)
Hank:admin deedubs$ node -v
v0.4.12",deedubs,NONE,2011-11-15 04:18:37+00:00,True,2011-11-15 19:03:57+00:00,0.61,,3,6,2011-11-15 04:20:46+00:00,0.0,tj,CONTRIBUTOR,0,1,0,2,['confirmed-bug'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,site,make a website sometime,tj,CONTRIBUTOR,2011-11-17 00:04:08+00:00,True,2011-11-18 05:37:55+00:00,1.23,,1,1,2011-11-18 05:37:55+00:00,1.23,tj,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,test non-tty outputs,,tj,CONTRIBUTOR,2011-11-17 00:15:50+00:00,True,2011-11-19 22:59:39+00:00,2.95,0.0.1,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,get a domain,,tj,CONTRIBUTOR,2011-11-18 01:11:34+00:00,True,2014-07-12 03:53:03+00:00,967.11,,4,4,2014-07-11 19:41:41+00:00,966.77,jbnicolai,CONTRIBUTOR,1,2,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,serve recent .js and .css from site,,tj,CONTRIBUTOR,2011-11-18 01:11:44+00:00,True,2011-11-19 22:34:12+00:00,1.89,,1,1,2011-11-19 22:34:12+00:00,1.89,tj,CONTRIBUTOR,0,1,0,0,"['browser', 'feature']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
41,don't load all reporters when running in the browser,"no point, just extra code",tj,CONTRIBUTOR,2011-11-18 01:33:08+00:00,True,2011-12-23 04:48:17+00:00,35.14,,1,1,2011-12-23 04:48:17+00:00,35.14,tj,CONTRIBUTOR,0,1,0,0,"['browser', 'feature']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42,nicer error reporting for browser tests,,tj,CONTRIBUTOR,2011-11-18 02:08:01+00:00,True,2011-11-18 23:48:45+00:00,0.9,,1,0,,,,,0,0,0,0,"['browser', 'feature']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43,use assert() so browser can run server tests,,tj,CONTRIBUTOR,2011-11-18 02:08:18+00:00,True,2011-12-23 04:48:27+00:00,35.11,,2,4,2011-12-15 17:27:52+00:00,27.64,jgallen23,NONE,0,1,0,1,"['browser', 'feature']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
44,styles failures / pending in browser,,tj,CONTRIBUTOR,2011-11-18 02:08:40+00:00,True,2011-11-18 23:48:45+00:00,0.9,,1,0,,,,,0,0,0,0,"['browser', 'feature']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45,mocha.css,make target,tj,CONTRIBUTOR,2011-11-18 02:08:55+00:00,True,2011-11-18 23:41:06+00:00,0.9,,1,0,,,,,0,0,0,0,"['browser', 'feature']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
46,browser report stats,,tj,CONTRIBUTOR,2011-11-18 02:09:15+00:00,True,2011-11-18 23:48:02+00:00,0.9,,1,0,,,,,0,0,0,0,"['browser', 'feature']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
47,duration styling in browser,yellow / red etc,tj,CONTRIBUTOR,2011-11-18 02:09:44+00:00,True,2012-04-15 17:14:45+00:00,149.63,,1,0,,,,,0,0,0,0,"['browser', 'feature']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
48,jquery for browser support,with no-conflict or whatever,tj,CONTRIBUTOR,2011-11-18 02:19:56+00:00,True,2011-11-18 23:41:06+00:00,0.89,,1,0,,,,,0,0,0,0,['browser'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,rename tearDown to teardown,bugs me,tj,CONTRIBUTOR,2011-11-18 05:16:24+00:00,True,2011-11-18 23:41:06+00:00,0.77,,2,1,2011-11-18 06:41:07+00:00,0.06,rauchg,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,manpage,,tj,CONTRIBUTOR,2011-11-18 05:59:42+00:00,True,2011-11-19 19:53:35+00:00,1.58,,1,1,2011-11-19 19:53:35+00:00,1.58,tj,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,moar padding,for the top of the site,tj,CONTRIBUTOR,2011-11-18 06:03:39+00:00,True,2011-11-22 20:05:45+00:00,4.58,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,verbose errors for tap output,,tj,CONTRIBUTOR,2011-11-18 16:22:50+00:00,True,2011-11-18 23:41:06+00:00,0.3,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,general refactor,make hooks a common proto between tests/hooks etc,tj,CONTRIBUTOR,2011-11-18 23:50:55+00:00,True,2011-12-23 04:49:00+00:00,34.21,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,Syntax highlighting,,tj,CONTRIBUTOR,2011-11-19 19:46:45+00:00,True,2011-11-22 04:01:14+00:00,2.34,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,Moar screenshots,,tj,CONTRIBUTOR,2011-11-19 19:47:03+00:00,True,2011-11-24 01:21:09+00:00,4.23,,2,17,2011-11-19 20:08:06+00:00,0.01,tj,CONTRIBUTOR,0,2,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,docs for extending mocha,"reporters, interfaces etc",tj,CONTRIBUTOR,2011-11-19 20:08:30+00:00,True,2015-03-15 19:18:12+00:00,1211.97,,5,9,2014-07-11 14:46:19+00:00,964.78,TheLudd,NONE,0,1,0,2,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,docs for meta-generated tests,,tj,CONTRIBUTOR,2011-11-19 20:08:53+00:00,True,2015-03-15 06:47:04+00:00,1211.44,,3,6,2014-09-12 21:56:50+00:00,1028.07,felixrabe,NONE,1,0,0,1,['documentation'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,progress reporter is off,,tj,CONTRIBUTOR,2011-11-19 20:31:29+00:00,True,2012-04-10 19:33:48+00:00,142.96,,1,0,,,,,0,0,0,0,['confirmed-bug'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,"More docs for CLI usage, --grep etc",,tj,CONTRIBUTOR,2011-11-19 22:40:09+00:00,True,2011-11-22 04:47:57+00:00,2.26,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,Add travis CI badge when public,,tj,CONTRIBUTOR,2011-11-19 23:54:36+00:00,True,2011-11-24 00:49:03+00:00,4.04,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,plane crash is no longer red,,tj,CONTRIBUTOR,2011-11-20 06:42:09+00:00,True,2011-11-22 03:30:53+00:00,1.87,,1,1,2011-11-22 03:22:01+00:00,1.86,tj,CONTRIBUTOR,0,1,0,0,['confirmed-bug'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,menu for site,,tj,CONTRIBUTOR,2011-11-22 04:48:04+00:00,True,2015-03-08 20:39:18+00:00,1202.66,,2,1,2015-03-08 20:39:18+00:00,1202.66,danielstjules,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,suite / test-case specific timeouts,,tj,CONTRIBUTOR,2011-11-22 04:49:04+00:00,True,2011-12-23 04:49:14+00:00,31.0,,1,0,,,,,0,0,0,0,['feature'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
64,make a funky reporter with term-canvas,,tj,CONTRIBUTOR,2011-11-22 05:15:14+00:00,True,2011-12-23 04:49:16+00:00,30.98,,1,0,,,,,0,0,0,0,['feature'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
65,add support for err.expected / err.actual,"assertion libraries could opt-in allowing mocha to provide nicer formatting, diffs etc",tj,CONTRIBUTOR,2011-11-22 16:39:28+00:00,True,2015-03-07 22:49:34+00:00,1201.26,,2,1,2015-03-07 22:49:34+00:00,1201.26,danielstjules,CONTRIBUTOR,0,1,0,0,['feature'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
66,Pending test cases throw an exception in the browser runner,"The following example from the documentation throws an exception:
describe('Array', function(){
  describe('#indexOf()', function(){
    it('should return -1 when the value is not present')
  })
})
Exception thrown:
Uncaught TypeError: Cannot read property 'stack' of undefined in mocha.js:815

See example: http://jsfiddle.net/vxGgv/embedded/result/
Tested in Firefox 7.0.1, Safari 5.1.1 & latest Chrome beta.",aron,NONE,2011-11-22 21:46:39+00:00,True,2011-11-22 21:52:40+00:00,0.0,,2,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,node_modules,"If you run a make, can you leverage the node_modules folder? What is the root context  - the test folder?",bingomanatee,NONE,2011-11-23 04:36:13+00:00,True,2011-11-25 00:25:40+00:00,1.83,,3,3,2011-11-23 05:07:31+00:00,0.02,tj,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
